customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_band,tenure_sort_index
C01007,Female,1,No,Yes,38,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card,33.55,1239.22,No,0,25-48,4
C01008,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,36.33,209.63,Yes,1,0-6,1
C01009,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,34.69,692.99,No,0,13-24,3
C01010,Male,1,Yes,No,30,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,35.0,1028.88,Yes,1,25-48,4
C01011,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.69,1441.12,Yes,1,49-72,5
C01012,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.93,670.81,No,0,13-24,3
C01013,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.24,1434.41,Yes,1,25-48,4
C01014,Male,0,No,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.99,1325.8,Yes,1,25-48,4
C01015,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,74.06,3870.05,No,0,49-72,5
C01016,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,36.73,606.82,Yes,1,13-24,3
C01017,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,39.12,1033.55,No,0,25-48,4
C01018,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.33,72.06,Yes,1,0-6,1
C01019,Female,1,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.34,977.61,Yes,1,25-48,4
C01020,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card,52.58,1501.44,Yes,1,25-48,4
C01021,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,37.15,304.65,No,0,7-12,2
C01022,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,37.31,2154.15,No,0,49-72,5
C01023,Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.83,772.07,Yes,1,7-12,2
C01024,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,53.95,574.71,Yes,1,7-12,2
C01025,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,59.04,1523.36,No,0,25-48,4
C01026,Male,1,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,35.88,1094.93,Yes,1,25-48,4
C01027,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,56.45,418.13,No,0,7-12,2
C01028,Female,0,Yes,No,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,28.17,1113.72,Yes,1,25-48,4
C01029,Male,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,54.06,4142.51,Yes,1,49-72,5
C01030,Female,1,No,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,54.69,1855.9,Yes,1,25-48,4
C01031,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,37.29,280.66,Yes,1,7-12,2
C01032,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.46,4185.9,Yes,1,49-72,5
C01033,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer,39.02,779.74,Yes,1,13-24,3
C01034,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,55.64,915.34,Yes,1,13-24,3
C01035,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.94,382.02,Yes,1,13-24,3
C01036,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.93,1550.34,Yes,1,25-48,4
C01037,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,61.89,1255.75,No,0,13-24,3
C01038,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,56.62,1284.12,No,0,13-24,3
C01039,Male,0,No,Yes,41,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,34.06,1287.8,No,0,25-48,4
C01040,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,66.31,3162.75,No,0,49-72,5
C01041,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,70.19,4727.43,Yes,1,49-72,5
C01042,Female,0,No,No,2,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.33,61.13,Yes,1,0-6,1
C01043,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card,33.17,374.74,Yes,1,7-12,2
C01044,Female,1,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,55.79,887.74,No,0,13-24,3
C01045,Female,1,No,No,40,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,27.3,1069.19,No,0,25-48,4
C01046,Male,0,Yes,No,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,29.36,1197.05,No,0,25-48,4
C01047,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,57.3,4173.41,No,0,49-72,5
C01048,Male,0,No,Yes,28,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,40.72,1191.48,Yes,1,25-48,4
C01049,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,60.03,4336.95,Yes,1,49-72,5
C01050,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,38.36,920.23,No,0,13-24,3
C01051,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,39.62,1146.26,No,0,25-48,4
C01052,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,53.88,3583.94,No,0,49-72,5
C01053,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,48.2,621.38,No,0,7-12,2
C01054,Female,0,Yes,No,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.74,2470.55,Yes,1,49-72,5
C01055,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,60.22,1175.42,No,0,13-24,3
C01056,Male,1,No,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,29.34,336.75,Yes,1,7-12,2
C01057,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,63.66,3903.82,Yes,1,49-72,5
C01058,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,55.83,1588.9,No,0,25-48,4
C01059,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,58.69,935.85,No,0,13-24,3
C01060,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.24,2604.98,Yes,1,25-48,4
C01061,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,55.68,1255.14,Yes,1,13-24,3
C01062,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,35.83,539.88,No,0,13-24,3
C01063,Female,1,No,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,46.82,348.86,Yes,1,7-12,2
C01064,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.54,1851.11,Yes,1,25-48,4
C01065,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,75.02,559.23,No,0,7-12,2
C01066,Male,0,No,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer,33.44,1086.65,No,0,25-48,4
C01067,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,59.53,1475.58,Yes,1,13-24,3
C01068,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,30.77,1011.1,No,0,25-48,4
C01069,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.22,1079.71,No,0,13-24,3
C01070,Male,1,Yes,No,30,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,23.87,767.4,Yes,1,25-48,4
C01071,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card,62.06,1570.61,Yes,1,25-48,4
C01072,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer,30.25,279.8,Yes,1,7-12,2
C01073,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.75,624.3,Yes,1,13-24,3
C01074,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.0,337.82,Yes,1,0-6,1
C01075,Female,0,No,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.85,887.29,No,0,25-48,4
C01076,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,61.59,3454.76,No,0,49-72,5
C01077,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,60.17,3360.95,No,0,49-72,5
C01078,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,59.65,606.16,Yes,1,7-12,2
C01079,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,37.73,74.35,No,0,0-6,1
C01080,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,65.85,1000.02,No,0,13-24,3
C01081,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,52.14,1236.96,Yes,1,25-48,4
C01082,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer,58.38,2068.74,Yes,1,25-48,4
C01083,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,34.73,2378.98,Yes,1,49-72,5
C01084,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,54.49,3776.36,Yes,1,49-72,5
C01085,Male,0,Yes,No,17,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.96,607.19,No,0,13-24,3
C01086,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,38.67,1305.91,No,0,25-48,4
C01087,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.96,4379.23,No,0,49-72,5
C01088,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,34.74,703.25,Yes,1,13-24,3
C01089,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,40.27,1663.65,No,0,25-48,4
C01090,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,66.43,4450.2,Yes,1,49-72,5
C01091,Male,1,Yes,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,21.14,382.41,Yes,1,13-24,3
C01092,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.78,1083.17,No,0,25-48,4
C01093,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card,30.59,1613.23,No,0,49-72,5
C01094,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,47.24,1201.97,No,0,13-24,3
C01095,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,49.61,853.38,No,0,13-24,3
C01096,Male,0,Yes,No,46,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.17,1174.27,Yes,1,25-48,4
C01097,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,36.48,196.2,No,0,0-6,1
C01098,Male,0,Yes,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.98,1733.64,No,0,49-72,5
C01099,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,33.88,1551.25,Yes,1,49-72,5
C01100,Male,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,437.56,No,0,25-48,4
C01101,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,58.93,1061.96,Yes,1,13-24,3
C01102,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.29,988.31,No,0,13-24,3
C01103,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,67.17,4923.58,Yes,1,49-72,5
C01104,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,59.98,4100.4,No,0,49-72,5
C01105,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,28.68,1154.9,No,0,25-48,4
C01106,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,62.23,1898.97,No,0,25-48,4
C01107,Male,1,Yes,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.9,1713.51,Yes,1,49-72,5
C01108,Female,0,No,Yes,1,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,26.46,27.12,Yes,1,0-6,1
C01109,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,66.16,921.34,No,0,13-24,3
C01110,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.47,3784.74,Yes,1,49-72,5
C01111,Female,0,Yes,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,33.45,2574.01,No,0,49-72,5
C01112,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,68.53,782.07,Yes,1,7-12,2
C01113,Male,1,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.84,1101.09,No,0,25-48,4
C01114,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card,31.51,1574.34,No,0,49-72,5
C01115,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,60.93,2019.6,Yes,1,25-48,4
C01116,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.67,1031.65,Yes,1,13-24,3
C01117,Male,0,No,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.78,478.01,No,0,25-48,4
C01118,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,37.54,911.56,Yes,1,13-24,3
C01119,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,37.05,1354.83,No,0,25-48,4
C01120,Female,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,24.33,595.06,No,0,13-24,3
C01121,Male,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.02,411.04,Yes,1,13-24,3
C01122,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,60.27,2462.82,No,0,25-48,4
C01123,Male,0,No,No,36,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,39.89,1499.38,No,0,25-48,4
C01124,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,41.24,683.04,Yes,1,13-24,3
C01125,Female,1,Yes,No,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.94,2368.99,Yes,1,49-72,5
C01126,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,63.35,3666.72,No,0,49-72,5
C01127,Female,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.28,326.14,Yes,1,7-12,2
C01128,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,42.59,1077.29,Yes,1,13-24,3
C01129,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,44.23,1875.88,No,0,25-48,4
C01130,Male,0,No,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51.83,1658.93,No,0,25-48,4
C01131,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.76,1305.83,Yes,1,13-24,3
C01132,Female,0,Yes,No,55,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,29.88,1620.51,No,0,49-72,5
C01133,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,41.8,1801.67,Yes,1,25-48,4
C01134,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,31.09,535.08,No,0,13-24,3
C01135,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.32,949.36,Yes,1,13-24,3
C01136,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,43.41,785.01,No,0,13-24,3
C01137,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,25.32,182.89,Yes,1,7-12,2
C01138,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,57.64,554.28,Yes,1,7-12,2
C01139,Male,1,Yes,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.0,1009.11,No,0,49-72,5
C01140,Female,0,Yes,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,23.31,91.09,No,0,0-6,1
C01141,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.72,986.0,Yes,1,13-24,3
C01142,Female,0,No,Yes,46,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,37.29,1666.89,Yes,1,25-48,4
C01143,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,46.22,2798.05,No,0,49-72,5
C01144,Female,1,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.38,1708.81,No,0,25-48,4
C01145,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,56.33,608.87,Yes,1,7-12,2
C01146,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer,59.66,1861.94,No,0,25-48,4
C01147,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,40.45,640.95,No,0,13-24,3
C01148,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,37.64,1371.22,Yes,1,25-48,4
C01149,Male,0,Yes,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.58,450.03,No,0,13-24,3
C01150,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,62.24,499.45,Yes,1,7-12,2
C01151,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,61.5,1997.32,Yes,1,25-48,4
C01152,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,54.87,271.22,No,0,0-6,1
C01153,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,68.49,4989.65,No,0,49-72,5
C01154,Female,0,Yes,No,42,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,42.58,1721.97,No,0,25-48,4
C01155,Female,1,Yes,Yes,40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.21,1609.74,No,0,25-48,4
C01156,Female,0,No,Yes,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,26.64,1969.77,No,0,49-72,5
C01157,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,43.5,41.19,Yes,1,0-6,1
C01158,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.58,2554.05,Yes,1,25-48,4
C01159,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.97,1252.77,Yes,1,13-24,3
C01160,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,55.57,950.88,No,0,13-24,3
C01161,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.7,403.7,Yes,1,7-12,2
C01162,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,32.02,377.68,Yes,1,7-12,2
C01163,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,67.08,2446.99,No,0,25-48,4
C01164,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.81,1782.48,Yes,1,25-48,4
C01165,Male,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.96,3387.9,Yes,1,49-72,5
C01166,Female,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.88,1945.06,Yes,1,49-72,5
C01167,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,63.71,3036.83,Yes,1,25-48,4
C01168,Male,1,Yes,Yes,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,34.02,1836.88,No,0,49-72,5
C01169,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,56.92,2851.49,No,0,49-72,5
C01170,Male,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.38,1243.18,Yes,1,25-48,4
C01171,Female,0,No,Yes,38,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,31.56,1201.33,Yes,1,25-48,4
C01172,Female,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,60.12,2712.39,Yes,1,25-48,4
C01173,Female,0,Yes,Yes,24,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,26.18,595.33,No,0,13-24,3
C01174,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,43.39,2032.82,No,0,25-48,4
C01175,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,51.37,839.76,No,0,13-24,3
